transaction_id,date,timestamp,customer_id,product_sku,product_category,product_subcategory,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,sales_channel,store_location,store_id,payment_method,shipping_method,marketing_campaign,referral_source,coupon_code,loyalty_tier,weekday,hour,log_unit_price,log_total_amount,unit_price_log,total_amount_log,final_amount_log,unit_price_adj,total_amount_adj,final_amount_adj,customer_id_new,transaction_id_new,date_pre_season,month
TXN-20221228-2428,2022-12-28,2022-12-28 20:47:38,CUST-015491,BOO-STY-3469,Books,Fiction,StyleMax Ultra Equipment,1,33.24,33.24,0.0,33.24,Online,,,Debit Card,Same-Day,CAMP-1096,Facebook,,Platinum,Wednesday,19,3.5333945512735414,3.5333945512735414,3.5037539699872475,3.5037539699872475,3.5037539699872475,28.842164092278512,28.842164092278512,28.842164092278512,CUST-16305,TXN-20221228-862M,2022-12-28,12
TXN-20230924-7722,2023-09-24,2023-09-24 07:50:37,CUST-015936,ELE-FAS-3299,Electronics,Smartphones,FashionForward Premium Phone,1,38.25,38.25,5.74,32.51,In-Store,Phoenix,STORE-632,Credit Card,,,Organic,,Gold,Sunday,5,3.6699514442284173,3.6699514442284173,3.644143560272545,3.644143560272545,3.481547734315814,34.23208343635198,34.23208343635198,28.492083436351976,CUST-18254,TXN-20230924-R9W4,2023-09-24,9
TXN-20221104-2835,2023-11-24,2022-11-04 19:48:46,CUST-011658,CLO-FAS-1983,Clothing,Kids Clothing,FashionForward Premium Dress,3,54.31,54.31,0.0,54.31,Phone,,,Google Pay,Express,,Organic,,Bronze,Friday,21,4.012953724006587,4.012953724006587,3.994708372046754,3.994708372046754,3.994708372046754,46.27363502610109,46.27363502610109,46.27363502610109,CUST-14595,TXN-20221104-V4PS,2022-11-04,11
TXN-20230509-3617,2023-05-09,2023-05-09 10:16:21,CUST-017982,HOM-AUT-1585,Home & Garden,Furniture,AutoCare Modern Tool,2,56.19,112.38,0.0,112.38,Mobile App,,,Debit Card,Express,,Organic,,Silver,Tuesday,12,4.046379057927225,4.730745008896157,4.028738805124107,4.721885985684052,4.721885985684052,55.65534270640263,111.31068541280526,111.31068541280526,CUST-13335,TXN-20230509-V8JS,2023-05-09,5
TXN-20220317-2681,2022-03-17,2022-03-17 22:44:41,,SPO-TEC-2711,Sports,Outdoor Gear,TechPro Pro Equipment,1,37.29,37.29,0.0,37.29,Mobile App,,,Apple Pay,Standard,,Organic,,,Thursday,0,3.6451887654892032,3.6451887654892032,3.6187251941907292,3.6187251941907292,3.6187251941907292,33.260122634568454,33.260122634568454,33.260122634568454,,TXN-20220317-1PKP,2022-03-17,3
TXN-20230811-7903,2023-08-11,2023-08-11 18:03:02,CUST-017994,ELE-SMA-1115,Electronics,Gaming,SmartLife Advanced Tablet,2,176.93,353.86,70.77,283.09,Mobile App,,,Credit Card,Standard,,Organic,,Gold,Friday,17,5.1813902145187445,5.871723345495433,5.175754174124911,5.868901354684857,5.645764868286627,170.13403137838398,340.26806275676796,269.498062756768,CUST-18584,TXN-20230811-L1N7,2023-08-11,8
TXN-20220412-3793,2022-04-12,2022-04-12 08:44:56,CUST-013766,AUT-AUT-2544,Automotive,Car Care,AutoCare Pro Product,1,17.76,17.76,0.89,16.87,In-Store,Chicago,STORE-971,Credit Card,,,Organic,,Platinum,Tuesday,10,2.9317269435780786,2.9317269435780786,2.876948737564024,2.876948737564024,2.825536896557877,18.71366833773283,18.71366833773283,17.82366833773283,CUST-13702,TXN-20220412-SRDF,2022-04-12,4
TXN-20220630-5300,2022-06-30,2022-06-30 10:55:09,,BOO-SMA-2156,Books,Children Books,SmartLife Advanced Accessory,1,34.11,34.11,5.12,28.99,Online,,,Credit Card,Standard,,Organic,,,Thursday,10,3.558485990180341,3.558485990180341,3.5295905964305545,3.5295905964305545,3.3669509429335642,30.47543300318721,30.47543300318721,25.35543300318721,,TXN-20220630-X9Y5,2022-06-30,6
TXN-20230821-7948,2023-08-21,2023-08-21 20:19:13,CUST-013580,ELE-BEA-2646,Electronics,Laptops,BeautyGlow Ultra Phone System 158,2,129.11,258.22,0.0,258.22,Mobile App,,,Debit Card,Standard,,Organic,,Silver,Monday,21,4.868380246515384,5.557677121995229,4.860664754186628,5.553811934746573,5.553811934746573,109.30515921396253,218.61031842792505,218.61031842792505,CUST-16634,TXN-20230821-EDEW,2023-08-21,8
TXN-20240904-9423,2024-09-04,2024-09-04 12:04:56,,CLO-OUT-2263,Clothing,Accessories,OutdoorAdventure Advanced Jacket Collection 438,1,18.22,18.22,3.64,14.58,In-Store,Chicago,STORE-457,Cash,,,Organic,,,Wednesday,14,2.955951403542146,2.955951403542146,2.9025198918318122,2.9025198918318122,2.6796507265805123,18.126115746100165,18.126115746100165,14.486115746100165,,TXN-20240904-1QRZ,2024-09-04,9
TXN-20241202-7015,2024-12-02,2024-12-02 12:55:53,CUST-010418,SPO-HOM-3068,Sports,Outdoor Gear,HomeComfort Premium Item,2,188.66,377.32,0.0,377.32,In-Store,Austin,STORE-255,Credit Card,,,Organic,,Bronze,Monday,12,5.245232995455582,5.9357403983356205,5.239946453221707,5.933093633781652,5.933093633781652,194.74141222636365,389.4828244527273,389.4828244527273,CUST-19641,TXN-20241202-2V6N,2024-12-02,12
TXN-20220415-9997,2022-04-15,2022-04-15 12:14:30,CUST-019478,BOO-SPO-1436,Books,Fiction,SportElite Modern Accessory,1,304.57,304.57,0.0,304.57,Mobile App,,,Credit Card,Standard,,Organic,,Silver,Friday,12,5.72217888493435,5.72217888493435,5.718900945787902,5.718900945787902,5.718900945787902,255.3713077462369,255.3713077462369,255.3713077462369,CUST-37079,TXN-20220415-YC3G,2022-04-15,4
TXN-20221116-4372,2022-11-25,2022-11-16 10:53:00,CUST-017783,SPO-SPO-2056,Sports,Team Sports,SportElite Modern Gear Collection 430,4,51.03,102.06,0.0,102.06,Online,,,Credit Card,Standard,CAMP-1096,Facebook,CAMP-1096-538,Gold,Friday,9,3.9518204753022124,4.635311342900078,3.93241369507588,4.625560875635825,4.625560875635825,57.85184452315251,115.70368904630502,115.70368904630502,CUST-16688,TXN-20221116-R87P,2022-11-16,11
TXN-20230215-6188,2023-02-15,2023-02-15 08:29:28,CUST-011726,CLO-SMA-1545,Clothing,Shoes,SmartLife Ultra Hat,1,21.31,21.31,0.0,21.31,Online,,,Apple Pay,Same-Day,,Organic,,Gold,Wednesday,7,3.105035008444441,3.105035008444441,3.0591764461105257,3.0591764461105257,3.0591764461105257,21.160999463672184,21.160999463672184,21.160999463672184,CUST-18126,TXN-20230215-04X7,2023-02-15,2
TXN-20241016-8961,2024-10-16,2024-10-16 19:29:14,CUST-013212,AUT-FAS-1957,Automotive,Car Care,FashionForward Ultra Tool Edition 116,2,38.11,76.22,0.0,76.22,In-Store,Fort Worth,STORE-118,Cash,,,Organic,,Silver,Wednesday,20,3.666378188767423,4.346658490836091,3.640476714885769,4.333623895445714,4.333623895445714,45.33602664743955,90.6720532948791,90.6720532948791,CUST-18522,TXN-20241016-IA2Z,2024-10-16,10
TXN-20230408-7713,2023-11-24,2023-04-08 13:35:56,CUST-015594,BOO-FAS-3024,Books,Non-Fiction,FashionForward Advanced Gear Set 829,2,3.15,3.15,0.32,2.83,Phone,,,Credit Card,Standard,CAMP-1106,TV,,Bronze,Friday,14,1.423108334242607,1.423108334242607,1.1474024528375417,1.1474024528375417,1.0402767116551463,3.400417452692678,3.400417452692678,3.080417452692678,CUST-12621,TXN-20230408-ET8T,2023-04-08,11
TXN-20240705-5940,2024-07-05,2024-07-05 16:52:39,,ELE-TEC-3182,Electronics,Smart Home,TechPro Premium Phone Model 883,1,122.78,122.78,0.0,122.78,Online,,,Credit Card,In-Store Pickup,CAMP-1229,Influencer,CAMP-1229-762,,Friday,14,4.818505796311215,4.818505796311215,4.81039413599935,4.81039413599935,4.81039413599935,129.74252556747118,129.74252556747118,129.74252556747118,,TXN-20240705-AL5I,2024-07-05,7
TXN-20240727-5489,2024-07-27,2024-07-27 21:53:59,CUST-012328,AUT-STY-2902,Automotive,Car Parts,StyleMax Pro Gear Series 586,2,110.4,220.8,0.0,220.8,Online,,,Credit Card,In-Store Pickup,,Organic,,Bronze,Saturday,22,4.713127327493184,5.401776074916267,4.704110133842995,5.39725731440294,5.39725731440294,116.72577094482753,233.45154188965506,233.45154188965506,CUST-10535,TXN-20240727-GQYR,2024-07-27,7
TXN-20220814-5705,2022-08-12,2022-08-14 13:32:07,,AUT-KIT-2807,Automotive,Accessories,KitchenMaster Pro Gear Model 382,1,98.01,98.01,19.6,78.41,In-Store,Phoenix,STORE-644,Cash,,,Organic,,,Friday,12,4.595220855134423,4.595220855134423,4.585069514281089,4.585069514281089,4.361951470242831,86.09149165651013,86.09149165651013,66.49149165651014,,TXN-20220814-HFJQ,2022-08-12,8
TXN-20230927-5530,2023-11-24,2023-09-27 06:33:47,CUST-012352,ELE-SMA-1115,Electronics,Gaming,SmartLife Advanced Tablet,4,191.49,191.49,0.0,191.49,Online,,,PayPal,Standard,,Organic,,Bronze,Friday,6,5.260044204326544,5.260044204326544,5.254835587936076,5.254835587936076,5.254835587936076,170.13403137838398,170.13403137838398,170.13403137838398,CUST-14008,TXN-20230927-VIC0,2023-09-27,11
TXN-20230715-6000,2021-11-26,2023-07-15 10:41:15,CUST-012543,ELE-HOM-1532,Electronics,Tablets,HomeComfort Pro Phone,4,108.27,108.27,0.0,108.27,Mobile App,,,Apple Pay,Express,,Organic,,Silver,Friday,8,4.693821883582654,4.693821883582654,4.684628107322807,4.684628107322807,4.684628107322807,123.61670410033243,123.61670410033243,123.61670410033243,CUST-17448,TXN-20230715-FOJJ,2023-07-15,11
TXN-20220515-9953,2022-05-15,2022-05-15 14:55:58,CUST-017059,ELE-TEC-1600,Electronics,Smartphones,TechPro Classic Tablet,1,361.06,361.06,0.0,361.06,Mobile App,,,PayPal,Standard,CAMP-1010,Radio,,Gold,Sunday,15,5.891809943947798,5.891809943947798,5.889044149508512,5.889044149508512,5.889044149508512,322.1755563618107,322.1755563618107,322.1755563618107,CUST-15949,TXN-20220515-KMAQ,2022-05-15,5
TXN-20240420-4326,2024-04-18,2024-04-20 10:00:46,CUST-016514,BOO-SMA-2319,Books,Non-Fiction,SmartLife Ultra Tool,2,26.92,53.84,0.0,53.84,Mobile App,,,Google Pay,Standard,,Organic,,Silver,Thursday,10,3.329343277894172,4.004419854694114,3.2928695047765273,3.9860166853364722,3.9860166853364722,25.03914504231075,50.0782900846215,50.0782900846215,CUST-12524,TXN-20240420-J5RR,2024-04-18,4
TXN-20241115-4187,2023-11-24,2024-11-15 11:03:32,CUST-017077,BEA-STY-1253,Beauty,Skincare,StyleMax Classic Tool,3,85.27,85.27,0.0,85.27,Online,,,Apple Pay,In-Store Pickup,,Organic,,Silver,Friday,10,4.457481913088487,4.457481913088487,4.445822692753958,4.445822692753958,4.445822692753958,101.00058356505316,101.00058356505316,101.00058356505316,CUST-15861,TXN-20241115-0AMQ,2024-11-15,11
TXN-20231223-9846,2023-12-23,2023-12-23 13:08:11,CUST-017027,HOM-KIT-2973,Home & Garden,Furniture,KitchenMaster Smart Lamp,2,57.14,114.28,0.0,114.28,In-Store,San Antonio,STORE-708,Debit Card,,,Organic,,Silver,Saturday,15,4.06285389513073,4.747363951691266,4.045504396802627,4.738651577362572,4.738651577362572,60.67771719091404,121.35543438182808,121.35543438182808,CUST-17248,TXN-20231223-GMNY,2023-12-23,12
TXN-20221211-8702,2022-12-11,2022-12-11 20:45:03,,BOO-TEC-2665,Books,Educational,TechPro Premium Tool,2,38.43,76.86,0.0,76.86,In-Store,Fort Worth,STORE-381,Cash,,,Organic,,,Sunday,18,3.674526947889536,4.35491234218231,3.6488384045767526,4.3419855851366975,4.3419855851366975,43.524396458590196,87.04879291718039,87.04879291718039,,TXN-20221211-G7V2,2022-12-11,12
TXN-20221110-3938,2022-11-10,2022-11-10 20:09:01,CUST-013536,CLO-TEC-1297,Clothing,Accessories,TechPro Advanced Jacket Set 791,1,58.54,58.54,0.0,58.54,In-Store,San Diego,STORE-521,Cash,,,Organic,,Silver,Thursday,20,4.086648355587631,4.086648355587631,4.06971028126374,4.06971028126374,4.06971028126374,53.911504606946906,53.911504606946906,53.911504606946906,CUST-11880,TXN-20221110-TVOO,2022-11-10,11
TXN-20220407-8072,2022-04-07,2022-04-07 21:44:31,CUST-019350,BOO-TEC-1390,Books,Educational,TechPro Ultra Equipment,1,20.32,20.32,0.0,20.32,Online,,,Debit Card,Standard,CAMP-1054,Email,,Silver,Thursday,20,3.0596455992976437,3.0596455992976437,3.011605622710281,3.011605622710281,3.011605622710281,24.84069503916066,24.84069503916066,24.84069503916066,CUST-27974,TXN-20220407-1UAP,2022-04-07,4
TXN-20220922-1432,2022-09-22,2022-09-22 14:35:05,CUST-018234,SPO-STY-1052,Sports,Athletic Wear,StyleMax Premium Product System 411,2,17.19,34.38,0.0,34.38,Mobile App,,,Debit Card,Standard,,Organic,,Bronze,Thursday,13,2.900871992530031,3.566146688731639,2.844327819394758,3.5374749999547035,3.5374749999547035,18.210708962732905,36.42141792546581,36.42141792546581,CUST-17191,TXN-20220922-IAR8,2022-09-22,9
TXN-20220215-1142,2022-02-15,2022-02-15 10:16:43,CUST-018537,ELE-AUT-1412,Electronics,Gaming,AutoCare Advanced Speaker,2,35.11,70.22,0.0,70.22,Online,,,PayPal,Standard,,Organic,,Silver,Tuesday,8,3.5865698352893665,4.265773677849632,3.558485990180341,4.251633170740286,4.251633170740286,31.791595003998808,63.583190007997615,63.583190007997615,CUST-15634,TXN-20220215-8D41,2022-02-15,2
TXN-20221111-2761,2022-11-11,2022-11-11 06:18:51,CUST-018980,BEA-FAS-2096,Beauty,Makeup,FashionForward Classic Accessory,2,61.31,122.62,0.0,122.62,Online,,,Apple Pay,Express,,Organic,,Gold,Friday,4,4.132121926556131,4.817212344231128,4.115942961774596,4.809090142334542,4.809090142334542,52.606076484888774,105.21215296977755,105.21215296977755,CUST-18424,TXN-20221111-YI34,2022-11-11,11
TXN-20240630-2875,2024-06-28,2024-06-30 17:01:38,CUST-011521,BOO-SPO-2972,Books,Fiction,SportElite Ultra Accessory,1,53.87,53.87,8.08,45.79,In-Store,Denver,STORE-524,Cash,,CAMP-1047,Google Ads,,Bronze,Friday,18,4.004966751070884,4.004966751070884,3.9865737366924425,3.9865737366924425,3.824065726669004,57.14760939377335,57.14760939377335,49.06760939377335,CUST-19811,TXN-20240630-IF7D,2024-06-28,6
TXN-20240719-3318,2024-07-19,2024-07-19 06:45:16,,CLO-OUT-2753,Clothing,Accessories,OutdoorAdventure Ultra Pants,1,6.01,6.01,0.0,6.01,In-Store,Phoenix,STORE-181,Debit Card,,,Organic,,,Friday,7,1.9473377010464987,1.9473377010464987,1.7934247485471162,1.7934247485471162,1.7934247485471162,5.856377428447551,5.856377428447551,5.856377428447551,,TXN-20240719-T9O4,2024-07-19,7
TXN-20231213-8888,2023-12-13,2023-12-13 13:31:44,CUST-014910,HOM-OUT-3086,Home & Garden,Kitchen,OutdoorAdventure Smart Chair,1,32.67,32.67,1.63,31.04,Mobile App,,,Google Pay,Standard,CAMP-1142,TV,CAMP-1142-517,Bronze,Wednesday,11,3.516607233172983,3.516607233172983,3.4864572256129787,3.4864572256129787,3.435276695315018,27.343364225957497,27.343364225957497,25.7133642259575,CUST-10375,TXN-20231213-9WJ3,2023-12-13,12
TXN-20231201-3723,2023-11-24,2023-12-01 11:15:43,CUST-015355,BOO-HOM-1051,Books,Educational,HomeComfort Modern Item,4,29.85,29.85,0.0,29.85,Mobile App,,,Debit Card,Standard,,Organic,,Silver,Friday,9,3.4291367503513968,3.4291367503513968,3.396184839838611,3.396184839838611,3.396184839838611,33.79963016689389,33.79963016689389,33.79963016689389,CUST-18289,TXN-20231201-G3QU,2023-12-01,11
TXN-20231129-1103,2023-11-29,2023-11-29 14:35:03,CUST-012762,BEA-STY-1842,Beauty,Fragrances,StyleMax Elite Item,2,12.19,24.38,0.0,24.38,In-Store,Denver,STORE-570,Cash,,,Organic,,Silver,Wednesday,14,2.579458966729223,3.2339614622862416,2.5006159434931803,3.1937631240531252,3.1937631240531252,10.914475247532357,21.828950495064714,21.828950495064714,CUST-13994,TXN-20231129-9LUE,2023-11-29,11
TXN-20220527-6478,2022-05-27,2022-05-27 11:39:25,CUST-016156,SPO-BEA-2672,Sports,Fitness Equipment,BeautyGlow Modern Product Edition 851,1,30.62,30.62,1.53,29.09,Mobile App,,,Credit Card,Express,,Organic,,Silver,Friday,12,3.453789831781326,3.453789831781326,3.4216533902295376,3.4216533902295376,3.3703944725071104,36.490695556305305,36.490695556305305,34.9606955563053,CUST-19858,TXN-20220527-W0SQ,2022-05-27,5
TXN-20221231-4248,2022-12-31,2022-12-31 06:15:38,CUST-017324,AUT-STY-2410,Automotive,Car Care,StyleMax Classic Equipment System 183,3,208.59,625.77,0.0,625.77,Phone,,,Credit Card,Express,,Organic,,Silver,Saturday,5,5.345153241385068,6.440579647179448,5.3403706027790365,6.438982891447146,6.438982891447146,179.08172438583603,537.2451731575081,537.2451731575081,CUST-19901,TXN-20221231-7R50,2022-12-31,12
TXN-20240804-9095,2024-08-04,2024-08-04 16:25:14,CUST-015684,CLO-FAS-2432,Clothing,Accessories,FashionForward Smart Dress Model 730,1,65.08,65.08,0.0,65.08,Online,,,Google Pay,Standard,,Organic,,Bronze,Sunday,17,4.190866129212723,4.190866129212723,4.175617282350837,4.175617282350837,4.175617282350837,65.56906964865178,65.56906964865178,65.56906964865178,CUST-15734,TXN-20240804-PV9U,2024-08-04,8
TXN-20230721-9087,2023-11-24,2023-07-21 08:00:29,CUST-015673,AUT-BEA-2825,Automotive,Tools,BeautyGlow Advanced Product,5,66.34,66.34,0.0,66.34,Phone,,,Credit Card,Express,,Organic,,Gold,Friday,9,4.209754413732928,4.209754413732928,4.1947930335189065,4.1947930335189065,4.1947930335189065,82.10969609058418,82.10969609058418,82.10969609058418,CUST-19075,TXN-20230721-3U6V,2023-07-21,11
TXN-20220903-7413,2022-09-01,2022-09-03 11:01:32,CUST-010165,BOO-FAS-2139,Books,Fiction,FashionForward Smart Accessory Edition 972,1,89.84,89.84,22.46,67.38,In-Store,Austin,STORE-759,Credit Card,,,Organic,,Silver,Thursday,9,4.5090997172373575,4.5090997172373575,4.498030310430188,4.498030310430188,4.2103482379784065,75.90055962896633,75.90055962896633,53.440559628966334,CUST-12122,TXN-20220903-WHJF,2022-09-01,9
TXN-20220503-4059,2022-05-03,2022-05-03 15:11:14,CUST-013251,BEA-AUT-1087,Beauty,Hair Care,AutoCare Elite Accessory,1,42.44,42.44,0.0,42.44,Online,,,Credit Card,Standard,,Organic,,Silver,Tuesday,13,3.77138067562568,3.77138067562568,3.7480913137457823,3.7480913137457823,3.7480913137457823,43.35480632192811,43.35480632192811,43.35480632192811,CUST-10109,TXN-20220503-66VD,2022-05-03,5
TXN-20220502-4187,2022-05-02,2022-05-02 11:19:51,CUST-015008,HOM-STY-3212,Home & Garden,Garden Tools,StyleMax Elite Lamp Series 497,1,107.03,107.03,0.0,107.03,Mobile App,,,Credit Card,In-Store Pickup,,Organic,,Bronze,Monday,12,4.682408966328894,4.682408966328894,4.673109168996284,4.673109168996284,4.673109168996284,128.24764642448844,128.24764642448844,128.24764642448844,CUST-16063,TXN-20220502-7WBQ,2022-05-02,5
TXN-20240604-6587,2024-06-04,2024-06-04 19:25:31,CUST-019189,ELE-AUT-2844,Electronics,Laptops,AutoCare Smart Phone,1,199.72,199.72,0.0,199.72,In-Store,New York,STORE-311,Debit Card,,,Organic,,Bronze,Tuesday,21,5.301910902058167,5.301910902058167,5.296916385632408,5.296916385632408,5.296916385632408,178.11421432098982,178.11421432098982,178.11421432098982,CUST-21682,TXN-20240604-E7XY,2024-06-04,6
TXN-20220623-8940,2022-06-23,2022-06-23 14:28:09,CUST-013134,ELE-TEC-2311,Electronics,Headphones,TechPro Ultra Camera,1,311.43,311.43,0.0,311.43,Online,,,Credit Card,Express,,Organic,,Silver,Thursday,16,5.744380444084709,5.744380444084709,5.7411745938732635,5.7411745938732635,5.7411745938732635,364.2069203229393,364.2069203229393,364.2069203229393,CUST-17853,TXN-20220623-W4PU,2022-06-23,6
TXN-20220818-3665,2023-11-24,2022-08-18 11:57:51,CUST-018525,SPO-TEC-2071,Sports,Athletic Wear,TechPro Premium Equipment,5,57.12,114.24,0.0,114.24,Phone,,,Apple Pay,Standard,CAMP-1165,Email,,Silver,Friday,12,4.062509838702082,4.7470169102163275,4.0451543180313285,4.738301498591274,4.738301498591274,67.57893559602891,135.15787119205783,135.15787119205783,CUST-18429,TXN-20220818-D8BE,2022-08-18,11
TXN-20240928-1939,2024-09-28,2024-09-28 14:45:55,,AUT-STY-1592,Automotive,Car Parts,StyleMax Modern Gear,1,63.35,63.35,0.0,63.35,Online,,,Credit Card,Standard,,Organic,,,Saturday,16,4.164336934042136,4.164336934042136,4.148674906767148,4.148674906767148,4.148674906767148,66.66824248271116,66.66824248271116,66.66824248271116,,TXN-20240928-4E4H,2024-09-28,9
TXN-20241204-7321,2024-12-04,2024-12-04 19:41:47,CUST-013214,HOM-OUT-1713,Home & Garden,Home Decor,OutdoorAdventure Smart Vase Model 308,1,61.4,61.4,3.07,58.33,In-Store,Houston,STORE-837,Credit Card,,CAMP-1246,Twitter,CAMP-1246-263,Gold,Wednesday,20,4.133565275375382,4.133565275375382,4.117409835153096,4.117409835153096,4.066116540765546,68.16360409586433,68.16360409586433,65.09360409586434,CUST-19865,TXN-20241204-L3BV,2024-12-04,12
TXN-20220508-1043,2024-11-29,2022-05-08 10:12:00,,BEA-SPO-1363,Beauty,Hair Care,SportElite Advanced Item,5,44.08,88.16,0.0,88.16,In-Store,San Diego,STORE-914,Credit Card,,,Organic,,,Friday,8,3.8084386891715756,4.490432508517668,3.786006164844659,4.479153345404605,4.479153345404605,52.71470445352962,105.42940890705924,105.42940890705924,,TXN-20220508-EANN,2022-05-06,11
TXN-20220813-5197,2022-08-13,2022-08-13 19:01:27,CUST-014958,AUT-SPO-2088,Automotive,Accessories,SportElite Modern Accessory,2,25.74,51.48,0.0,51.48,In-Store,Fort Worth,STORE-654,Credit Card,,,Organic,,Gold,Saturday,17,3.286160571673797,3.9604321446358335,3.2480462021679806,3.941193382727926,3.941193382727926,27.111345253614235,54.22269050722847,54.22269050722847,CUST-19055,TXN-20220813-AL13,2022-08-13,8
TXN-20240317-1469,2024-03-16,2024-03-17 22:21:00,,BEA-SMA-1981,Beauty,Fragrances,SmartLife Premium Gear,2,73.77,147.54,0.0,147.54,In-Store,San Antonio,STORE-649,Debit Card,,CAMP-1071,Radio,CAMP-1071-440,,Saturday,20,4.314416735011824,5.00085428224115,4.300952144896211,4.9940993254561565,4.9940993254561565,63.905493959670906,127.81098791934181,127.81098791934181,,TXN-20240317-HSOK,2024-03-16,3
TXN-20220725-5355,2022-07-25,2022-07-25 19:57:44,CUST-019358,ELE-SPO-2956,Electronics,Laptops,SportElite Advanced Monitor Set 270,1,16.94,16.94,0.0,16.94,In-Store,New York,STORE-498,Debit Card,,CAMP-1099,Radio,CAMP-1099-799,Gold,Monday,18,2.88703285663065,2.88703285663065,2.8296776892239084,2.8296776892239084,2.8296776892239084,15.379713895544487,15.379713895544487,15.379713895544487,CUST-30750,TXN-20220725-1AD1,2022-07-25,7
TXN-20240729-2701,2025-11-28,2024-07-29 12:14:48,,SPO-OUT-3499,Sports,Outdoor Gear,OutdoorAdventure Ultra Equipment,7,54.37,326.22,0.0,326.22,In-Store,San Antonio,STORE-469,Cash,,,Organic,,,Friday,10,4.014037930834876,5.7906327275549305,3.995812531157829,5.787572000385884,5.787572000385884,51.82943252440234,310.97659514641407,310.97659514641407,,TXN-20240729-EXTI,2024-07-29,11
TXN-20220717-4403,2022-07-17,2022-07-17 18:06:27,CUST-012515,ELE-SMA-1353,Electronics,Gaming,SmartLife Ultra Laptop Model 553,2,114.68,229.36,57.34,172.02,Online,,,Credit Card,Standard,,Organic,,Gold,Sunday,16,4.750827758410455,5.439643302638472,4.742145641015169,5.435292821575114,5.147610749123333,124.2296757385398,248.4593514770796,191.1193514770796,CUST-15478,TXN-20220717-3TWA,2022-07-17,7
TXN-20240809-2099,2024-08-09,2024-08-09 12:41:24,CUST-014269,BOO-TEC-1880,Books,Non-Fiction,TechPro Ultra Gear Model 359,1,515.27,515.27,0.0,515.27,Phone,,,Apple Pay,Express,,Organic,,Silver,Friday,13,6.246629884444929,6.246629884444929,6.2446910351259275,6.2446910351259275,6.2446910351259275,439.8464533006563,439.8464533006563,439.8464533006563,CUST-19067,TXN-20240809-OMKJ,2024-08-09,8
TXN-20241114-6618,2024-11-14,2024-11-14 14:41:46,CUST-016339,ELE-OUT-2425,Electronics,Tablets,OutdoorAdventure Modern Phone,1,20.1,20.1,0.0,20.1,Phone,,,Credit Card,Express,,Organic,,Bronze,Thursday,16,3.0492730404820207,3.0492730404820207,3.0007198150650303,3.0007198150650303,3.0007198150650303,20.165816322507325,20.165816322507325,20.165816322507325,CUST-14641,TXN-20241114-15CQ,2024-11-14,11
TXN-20230206-7328,2023-02-06,2023-02-06 06:00:35,CUST-014593,ELE-HOM-3433,Electronics,Smartphones,HomeComfort Smart Camera,1,115.15,115.15,0.0,115.15,Phone,,,Credit Card,Standard,CAMP-1227,Print,CAMP-1227-281,Bronze,Monday,8,4.754882459216418,4.754882459216418,4.746235626266694,4.746235626266694,4.746235626266694,121.43263732906237,121.43263732906237,121.43263732906237,CUST-16195,TXN-20230206-5UDF,2023-02-06,2
TXN-20230518-1866,2023-05-18,2023-05-18 08:24:51,CUST-010076,BEA-OUT-2598,Beauty,Fragrances,OutdoorAdventure Elite Item Model 909,3,40.98,122.94,0.0,122.94,Online,,,Credit Card,Standard,,Organic,,Silver,Thursday,6,3.7371933143924867,4.819797577533961,3.7130841428107537,4.811696431478864,4.811696431478864,49.8539450846045,149.56183525381348,149.56183525381348,CUST-16793,TXN-20230518-G1XG,2023-05-18,5
TXN-20241124-1660,2024-11-24,2024-11-24 10:21:54,CUST-018308,BEA-TEC-1275,Beauty,Skincare,TechPro Premium Accessory Edition 489,3,50.79,152.37,15.24,137.13,In-Store,Denver,STORE-475,Credit Card,,,Organic,,Gold,Sunday,8,3.9471970804358003,5.032853302662689,3.9276994848131537,5.026311773481264,4.920929381011763,51.311485968793455,153.93445790638037,138.69445790638036,CUST-18189,TXN-20241124-DPI1,2024-11-24,11
TXN-20230604-7599,2023-06-04,2023-06-04 06:46:48,CUST-011315,AUT-BEA-2825,Automotive,Tools,BeautyGlow Advanced Product,1,80.17,80.17,0.0,80.17,In-Store,San Antonio,STORE-562,Debit Card,,,Organic,,Bronze,Sunday,4,4.3965457207730845,4.3965457207730845,4.38414938005486,4.38414938005486,4.38414938005486,82.10969609058418,82.10969609058418,82.10969609058418,CUST-10163,TXN-20230604-BH1V,2023-06-04,6
TXN-20231001-3104,2023-10-01,2023-10-01 18:28:10,,CLO-SMA-3231,Clothing,Womens Apparel,SmartLife Ultra Shirt,2,52.99,105.98,0.0,105.98,Phone,,,Credit Card,Standard,,Organic,,,Sunday,19,3.9887988442301956,4.672641901103104,3.9701032165046706,4.663250397064616,4.663250397064616,65.43717997925879,130.87435995851757,130.87435995851757,,TXN-20231001-JF8W,2023-10-01,10
TXN-20240818-3546,2024-08-17,2024-08-18 14:09:15,CUST-011514,AUT-SPO-2728,Automotive,Tools,SportElite Pro Equipment,2,58.41,116.82,0.0,116.82,In-Store,Los Angeles,STORE-943,Cash,,,Organic,,Silver,Saturday,15,4.08446256236765,4.7691580360935415,4.067487108052218,4.760634288612163,4.760634288612163,54.3676908641159,108.7353817282318,108.7353817282318,CUST-11626,TXN-20240818-ALK1,2024-08-17,8
